1. Qwen/QwQ-32B | pipeline=text-generation | likes=2937 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
282. Qwen/Qwen1.5-4B | pipeline=text-generation | likes=36 | tags: transformers, safetensors, qwen2, text-generation, pretrained, conversational, en, arxiv:2309.16609
283. Qwen/Qwen3-1.7B-FP8 | pipeline=text-generation | likes=36 | tags: transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B, base_model:quantized:Qwen/Qwen3-1.7B
284. Qwen/Qwen1.5-0.5B-Chat-GGUF | pipeline=text-generation | likes=35 | tags: gguf, chat, text-generation, en, arxiv:2309.16609, license:other, endpoints_compatible, region:us
285. Qwen/Qwen3.5-397B-A17B-GPTQ-Int4 | pipeline=image-text-to-text | likes=35 | tags: transformers, safetensors, qwen3_5_moe, image-text-to-text, conversational, base_model:Qwen/Qwen3.5-397B-A17B, base_model:quantized:Qwen/Qwen3.5-397B-A17B, license:apache-2.0
286. Qwen/Qwen2-72B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=33 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
287. Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=33 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
288. Qwen/Qwen3Guard-Stream-0.6B | pipeline=feature-extraction | likes=32 | tags: transformers, safetensors, qwen3, feature-extraction, custom_code, arxiv:2510.14276, base_model:Qwen/Qwen3-0.6B, base_model:finetune:Qwen/Qwen3-0.6B
289. Qwen/Qwen3-VL-8B-Thinking-FP8 | pipeline=image-text-to-text | likes=32 | tags: transformers, safetensors, qwen3_vl, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191
290. Qwen/Qwen3-Next-80B-A3B-Instruct-GGUF | pipeline=text-generation | likes=32 | tags: transformers, gguf, text-generation, arxiv:2309.00071, arxiv:2404.06654, arxiv:2505.09388, arxiv:2501.15383, license:apache-2.0
291. Qwen/Qwen1.5-32B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=31 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
292. Qwen/Qwen2-72B-Instruct-GGUF | pipeline=text-generation | likes=31 | tags: gguf, instruct, chat, text-generation, en, license:other, endpoints_compatible, region:us
293. Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int8 | pipeline=image-text-to-text | likes=31 | tags: safetensors, qwen2_vl, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966
294. Qwen/Qwen2.5-Math-72B-Instruct | pipeline=text-generation | likes=31 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2409.12122
295. Qwen/Qwen3-4B-MLX-4bit | pipeline=text-generation | likes=31 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
296. Qwen/Qwen3-VL-2B-Thinking-FP8 | pipeline=image-text-to-text | likes=31 | tags: transformers, safetensors, qwen3_vl, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191
297. Qwen/Qwen3-Next-80B-A3B-Thinking-GGUF | pipeline=text-generation | likes=31 | tags: transformers, gguf, text-generation, arxiv:2309.00071, arxiv:2505.09388, arxiv:2501.15383, license:apache-2.0, endpoints_compatible
298. Qwen/Qwen2-Math-72B | pipeline=text-generation | likes=30 | tags: safetensors, qwen2, chat, text-generation, conversational, en, arxiv:2407.10671, license:other
299. Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int4 | pipeline=image-text-to-text | likes=30 | tags: safetensors, qwen2_vl, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966
300. Qwen/Qwen3-VL-4B-Thinking-FP8 | pipeline=image-text-to-text | likes=30 | tags: transformers, safetensors, qwen3_vl, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191
301. Qwen/Qwen2-1.5B-Instruct-GGUF | pipeline=text-generation | likes=29 | tags: gguf, chat, instruct, text-generation, en, license:apache-2.0, endpoints_compatible, region:us
302. Qwen/Qwen3-4B-AWQ | pipeline=text-generation | likes=29 | tags: transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-4B
303. Qwen/Qwen3-VL-235B-A22B-Thinking-FP8 | pipeline=image-text-to-text | likes=29 | tags: transformers, safetensors, qwen3_vl_moe, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191
304. Qwen/Qwen2-7B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=28 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
305. Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int4 | pipeline=image-text-to-text | likes=28 | tags: safetensors, qwen2_vl, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966
306. Qwen/Qwen2.5-72B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=28 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
307. Qwen/WebWorld-14B | pipeline=text-generation | likes=28 | tags: transformers, safetensors, qwen3, text-generation, WebWorld, web-agent, world-model, simulator
308. Qwen/Qwen3-ASR-1.7B-hf | pipeline=automatic-speech-recognition | likes=28 | tags: transformers, safetensors, qwen3_asr, automatic-speech-recognition, zh, en, yue, ar
309. Qwen/Qwen3-235B-A22B-GPTQ-Int4 | pipeline=text-generation | likes=27 | tags: transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-235B-A22B
310. Qwen/Qwen3-VL-8B-Thinking-GGUF | pipeline=image-text-to-text | likes=27 | tags: gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-8B-Thinking, base_model:quantized:Qwen/Qwen3-VL-8B-Thinking
311. Qwen/Qwen1.5-72B-Chat-AWQ | pipeline=text-generation | likes=26 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
312. Qwen/Qwen1.5-7B-Chat-GPTQ-Int8 | pipeline=text-generation | likes=26 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
313. Qwen/Qwen2.5-14B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=26 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
314. Qwen/Qwen2.5-14B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=26 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
315. Qwen/Qwen2.5-Coder-7B-Instruct-AWQ | pipeline=text-generation | likes=26 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
316. Qwen/Qwen3-VL-32B-Thinking-FP8 | pipeline=image-text-to-text | likes=26 | tags: transformers, safetensors, qwen3_vl, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191
317. Qwen/Qwen2-VL-2B-Instruct-AWQ | pipeline=image-text-to-text | likes=25 | tags: safetensors, qwen2_vl, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966
318. Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=24 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
319. Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=24 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
320. Qwen/Qwen1.5-14B-Chat-AWQ | pipeline=text-generation | likes=23 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
321. Qwen/Qwen2-57B-A14B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=23 | tags: transformers, safetensors, qwen2_moe, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-57B-A14B-Instruct
322. Qwen/Qwen2-7B-Instruct-AWQ | pipeline=text-generation | likes=23 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
323. Qwen/Qwen2.5-Coder-0.5B-Instruct-GGUF | pipeline=text-generation | likes=23 | tags: transformers, gguf, code, codeqwen, chat, qwen, qwen-coder, text-generation
324. Qwen/Qwen3-0.6B-MLX-4bit | pipeline=text-generation | likes=23 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B-Base, base_model:quantized:Qwen/Qwen3-0.6B-Base
325. Qwen/Qwen3Guard-Stream-4B | pipeline=feature-extraction | likes=23 | tags: transformers, safetensors, qwen3, feature-extraction, custom_code, arxiv:2510.14276, base_model:Qwen/Qwen3-4B, base_model:finetune:Qwen/Qwen3-4B
326. Qwen/Qwen3-VL-2B-Thinking-GGUF | pipeline=image-text-to-text | likes=22 | tags: transformers, gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-2B-Thinking
327. Qwen/Qwen1.5-1.8B-Chat-GGUF | pipeline=text-generation | likes=21 | tags: gguf, chat, text-generation, en, arxiv:2309.16609, license:other, endpoints_compatible, region:us
328. Qwen/Qwen1.5-14B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=21 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
329. Qwen/Qwen2-Math-1.5B-Instruct | pipeline=text-generation | likes=21 | tags: safetensors, qwen2, chat, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0
330. Qwen/Qwen2.5-Coder-14B-Instruct-AWQ | pipeline=text-generation | likes=21 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
331. Qwen/Qwen2.5-Math-7B-PRM800K | pipeline=text-classification | likes=21 | tags: transformers, safetensors, qwen2, feature-extraction, reward model, text-classification, custom_code, en
332. Qwen/Qwen-tokenizer | pipeline=? | likes=20 | tags: license:other, region:us
333. Qwen/Qwen3-VL-32B-Instruct-GGUF | pipeline=image-text-to-text | likes=20 | tags: transformers, gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-32B-Instruct
334. Qwen/Qwen3-ASR-0.6B-hf | pipeline=automatic-speech-recognition | likes=19 | tags: transformers, safetensors, qwen3_asr, automatic-speech-recognition, zh, en, yue, ar
335. Qwen/Qwen1.5-7B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=18 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
336. Qwen/Qwen1.5-32B-Chat-AWQ | pipeline=text-generation | likes=18 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
337. Qwen/Qwen1.5-110B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=18 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
338. Qwen/Qwen2.5-Math-72B | pipeline=text-generation | likes=18 | tags: transformers, safetensors, qwen2, text-generation, conversational, en, arxiv:2409.12122, base_model:Qwen/Qwen2.5-72B
339. Qwen/Qwen2.5-7B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=18 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
340. Qwen/Qwen2.5-Omni-7B-AWQ | pipeline=any-to-any | likes=18 | tags: transformers, safetensors, qwen2_5_omni, text-to-audio, multimodal, any-to-any, en, arxiv:2503.20215
341. Qwen/Qwen3-VL-4B-Thinking-GGUF | pipeline=image-text-to-text | likes=18 | tags: transformers, gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-4B-Thinking
342. Qwen/Qwen-72B-Chat-Int8 | pipeline=text-generation | likes=17 | tags: transformers, safetensors, qwen, text-generation, custom_code, zh, en, arxiv:2309.16609
343. Qwen/Qwen2-7B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=17 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
344. Qwen/Qwen2-57B-A14B-Instruct-GGUF | pipeline=text-generation | likes=17 | tags: gguf, instruct, chat, text-generation, en, license:apache-2.0, endpoints_compatible, region:us
345. Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int8 | pipeline=image-text-to-text | likes=17 | tags: safetensors, qwen2_vl, multimodal, image-text-to-text, conversational, en, arxiv:2409.12191, arxiv:2308.12966
346. Qwen/Qwen3-VL-30B-A3B-Instruct-GGUF | pipeline=image-text-to-text | likes=17 | tags: gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-30B-A3B-Instruct, base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct
347. Qwen/Qwen1.5-4B-Chat-GGUF | pipeline=text-generation | likes=16 | tags: gguf, chat, text-generation, en, arxiv:2309.16609, license:other, endpoints_compatible, region:us
348. Qwen/Qwen2.5-3B-Instruct-AWQ | pipeline=text-generation | likes=16 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
349. Qwen/Qwen3-235B-A22B-MLX-4bit | pipeline=text-generation | likes=16 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
350. Qwen/Qwen2-72B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=15 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
351. Qwen/Qwen2-0.5B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=15 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-0.5B-Instruct
352. Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=14 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
353. Qwen/CodeQwen1.5-7B-Chat-AWQ | pipeline=text-generation | likes=14 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
354. Qwen/Qwen1.5-110B-Chat-GGUF | pipeline=text-generation | likes=14 | tags: gguf, chat, text-generation, en, arxiv:2309.16609, license:other, endpoints_compatible, region:us
355. Qwen/Qwen2-Math-7B | pipeline=text-generation | likes=14 | tags: safetensors, qwen2, chat, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0
356. Qwen/Qwen2-Math-1.5B | pipeline=text-generation | likes=14 | tags: safetensors, qwen2, chat, text-generation, conversational, en, arxiv:2407.10671, license:apache-2.0
357. Qwen/Qwen2.5-32B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=14 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
358. Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=14 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
359. Qwen/Qwen2.5-Omni-7B-GPTQ-Int4 | pipeline=any-to-any | likes=14 | tags: transformers, safetensors, qwen2_5_omni, text-to-audio, multimodal, any-to-any, en, arxiv:2503.20215
360. Qwen/Qwen3-14B-MLX-4bit | pipeline=text-generation | likes=14 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-14B-Base
361. Qwen/Qwen1.5-7B-Chat-AWQ | pipeline=text-generation | likes=13 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
362. Qwen/Qwen3-VL-32B-Thinking-GGUF | pipeline=image-text-to-text | likes=13 | tags: transformers, gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-32B-Thinking
363. Qwen/Qwen3-VL-235B-A22B-Instruct-GGUF | pipeline=image-text-to-text | likes=13 | tags: gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-235B-A22B-Instruct, base_model:quantized:Qwen/Qwen3-VL-235B-A22B-Instruct
364. Qwen/SAE-Res-Qwen3.5-2B-Base-W32K-L0_50 | pipeline=? | likes=13 | tags: sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en, base_model:Qwen/Qwen3.5-2B-Base
365. Qwen/SAE-Res-Qwen3.5-27B-W80K-L0_100 | pipeline=? | likes=13 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
366. Qwen/Qwen1.5-14B-Chat-GPTQ-Int8 | pipeline=text-generation | likes=11 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
367. Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int8 | pipeline=image-text-to-text | likes=11 | tags: safetensors, qwen2_vl, multimodal, image-text-to-text, conversational, en, arxiv:2308.12966, base_model:Qwen/Qwen2-VL-72B-Instruct
368. Qwen/Qwen2.5-0.5B-Instruct-AWQ | pipeline=text-generation | likes=11 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
369. Qwen/WorldPM-72B-HelpSteer2 | pipeline=text-classification | likes=11 | tags: transformers, safetensors, qwen2, feature-extraction, Modeling World Preference, WorldPM, reward model, preference model
370. Qwen/WorldPM-72B-RLHFLow | pipeline=text-classification | likes=11 | tags: transformers, safetensors, qwen2, feature-extraction, Modeling World Preference, WorldPM, reward model, preference model
371. Qwen/Qwen3-32B-MLX-8bit | pipeline=text-generation | likes=11 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
372. Qwen/Qwen3-30B-A3B-MLX-4bit | pipeline=text-generation | likes=11 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
373. Qwen/Qwen3-VL-30B-A3B-Thinking-GGUF | pipeline=image-text-to-text | likes=11 | tags: gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-30B-A3B-Thinking, base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Thinking
374. Qwen/Qwen3-ForcedAligner-0.6B-hf | pipeline=token-classification | likes=11 | tags: transformers, safetensors, qwen3_asr, token-classification, zh, en, yue, fr
375. Qwen/Qwen2-0.5B-Instruct-MLX | pipeline=text-generation | likes=10 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, license:apache-2.0
376. Qwen/Qwen2.5-0.5B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=10 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
377. Qwen/Qwen3-235B-A22B-GGUF | pipeline=text-generation | likes=10 | tags: gguf, text-generation, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-235B-A22B, base_model:quantized:Qwen/Qwen3-235B-A22B, license:apache-2.0, endpoints_compatible
378. Qwen/Qwen3-8B-MLX-4bit | pipeline=text-generation | likes=10 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
379. Qwen/SAE-Res-Qwen3.5-9B-Base-W64K-L0_50 | pipeline=? | likes=10 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
380. Qwen/Qwen-7B-Chat-Int8 | pipeline=text-generation | likes=9 | tags: transformers, safetensors, qwen, text-generation, custom_code, zh, en, arxiv:2309.16609
381. Qwen/Qwen1.5-110B-Chat-AWQ | pipeline=text-generation | likes=9 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
382. Qwen/Qwen2-1.5B-Instruct-AWQ | pipeline=text-generation | likes=9 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-1.5B-Instruct
383. Qwen/Qwen2.5-0.5B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=9 | tags: safetensors, qwen2, chat, text-generation, conversational, en, arxiv:2407.10671, base_model:Qwen/Qwen2.5-0.5B-Instruct
384. Qwen/Qwen3-0.6B-GPTQ-Int8 | pipeline=text-generation | likes=9 | tags: transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B, base_model:quantized:Qwen/Qwen3-0.6B
385. Qwen/Qwen3-8B-MLX-bf16 | pipeline=text-generation | likes=9 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
386. Qwen/Qwen3-32B-MLX-bf16 | pipeline=text-generation | likes=9 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
387. Qwen/Qwen3-30B-A3B-MLX-8bit | pipeline=text-generation | likes=9 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
388. Qwen/Qwen3-235B-A22B-MLX-8bit | pipeline=text-generation | likes=9 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
389. Qwen/SAE-Res-Qwen3.5-35B-A3B-Base-W128K-L0_100 | pipeline=? | likes=9 | tags: sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en, base_model:Qwen/Qwen3.5-35B-A3B-Base
390. Qwen/Qwen2.5-Coder-3B-Instruct-AWQ | pipeline=text-generation | likes=8 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
391. Qwen/WorldPM-72B-UltraFeedback | pipeline=text-classification | likes=8 | tags: transformers, safetensors, qwen2, feature-extraction, reward model, preference model, text-classification, custom_code
392. Qwen/Qwen3-8B-MLX-8bit | pipeline=text-generation | likes=8 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
393. Qwen/Qwen3-32B-MLX-4bit | pipeline=text-generation | likes=8 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
394. Qwen/Qwen3-30B-A3B-MLX-bf16 | pipeline=text-generation | likes=8 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
395. Qwen/Qwen-14B-Chat-Int8 | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen, text-generation, custom_code, zh, en, arxiv:2309.16609
396. Qwen/Qwen1.5-0.5B-Chat-AWQ | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
397. Qwen/Qwen1.5-72B-Chat-GPTQ-Int8 | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
398. Qwen/Qwen1.5-1.8B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
399. Qwen/Qwen2-Math-RM-72B | pipeline=text-classification | likes=7 | tags: transformers, safetensors, qwen2, feature-extraction, reward model, text-classification, custom_code, en
400. Qwen/Qwen2.5-1.5B-Instruct-AWQ | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
401. Qwen/Qwen2-7B-Instruct-MLX | pipeline=text-generation | likes=7 | tags: safetensors, qwen2, chat, text-generation, conversational, en, license:apache-2.0, region:us
402. Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
403. Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
404. Qwen/Qwen3-1.7B-GPTQ-Int8 | pipeline=text-generation | likes=7 | tags: transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B, base_model:quantized:Qwen/Qwen3-1.7B
405. Qwen/Qwen3-1.7B-MLX-bf16 | pipeline=text-generation | likes=7 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B-Base, base_model:finetune:Qwen/Qwen3-1.7B-Base
406. Qwen/SAE-Res-Qwen3.5-9B-Base-W64K-L0_100 | pipeline=? | likes=7 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
407. Qwen/SAE-Res-Qwen3.5-35B-A3B-Base-W32K-L0_50 | pipeline=? | likes=7 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
408. Qwen/Qwen1.5-4B-Chat-GPTQ-Int8 | pipeline=text-generation | likes=6 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
409. Qwen/Qwen1.5-4B-Chat-GPTQ-Int4 | pipeline=text-generation | likes=6 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
410. Qwen/Qwen2.5-1.5B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=6 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
411. Qwen/Qwen3-0.6B-MLX-6bit | pipeline=text-generation | likes=6 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B-Base, base_model:quantized:Qwen/Qwen3-0.6B-Base
412. Qwen/Qwen3-0.6B-MLX-bf16 | pipeline=text-generation | likes=6 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B-Base, base_model:finetune:Qwen/Qwen3-0.6B-Base
413. Qwen/Qwen3-8B-MLX-6bit | pipeline=text-generation | likes=6 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
414. Qwen/Qwen3-235B-A22B-MLX-bf16 | pipeline=text-generation | likes=6 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
415. Qwen/Qwen3-14B-MLX-bf16 | pipeline=text-generation | likes=6 | tags: transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-14B-Base
416. Qwen/SAE-Res-Qwen3-8B-Base-W64K-L0_50 | pipeline=? | likes=6 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
417. Qwen/SAE-Res-Qwen3-8B-Base-W64K-L0_100 | pipeline=? | likes=6 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
418. Qwen/Qwen-1_8B-Chat-Int8 | pipeline=text-generation | likes=5 | tags: transformers, safetensors, qwen, text-generation, custom_code, zh, en, arxiv:2309.16609
